PREDICATION_ID,PMID,PREDICATE,INDICATOR_TYPE,PREDICATE_START_INDEX,PREDICATE_END_INDEX,SUBJECT_TEXT,SUBJECT_SEMTYPE,SUBJECT_START_INDEX,SUBJECT_END_INDEX,SUBJECT_SCORE,SUBJECT_DIST,SUBJECT_MAXDIST,SUBJECT_CUI,SUBJECT_NOVELTY,OBJECT_TEXT,OBJECT_SEMTYPE,OBJECT_START_INDEX,OBJECT_END_INDEX,OBJECT_SCORE,OBJECT_DIST,OBJECT_MAXDIST,OBJECT_CUI,OBJECT_NOVELTY,TYPE,SENTENCE,LABEL
P4228,1943461,INTERACTS_WITH,VERB,1199,1208,caffeine,orch,1101,1109,1000,4,5,C0006644,1,adenosine receptors,aapp,1215,1234,1000,1,4,C0001471,1,ab,These results suggest that caffeine and CGS 15943       increase locomotor activity by a common mechanism of action possibly involving       adenosine receptors or a cellular element conformationally similar to adenosine       receptors.,y
P4229,2537232,INTERACTS_WITH,VERB,920,925,cAMP,gngm,855,859,1000,3,4,820,1,serine,gngm,929,935,1000,1,3,C0036720,1,ab,"All of the above reagents, and cAMP       itself, stimulated the turnover of phosphate residues bound to serine and       threonine residues of an 85 kDa protein.",y
P4230,6847887,STIMULATES,VERB,1280,1290,concanavalin A,aapp,1314,1328,901,1,1,C0009630,1,glutathione,gngm,1252,1263,888,2,7,C0017817,1,ab,"In the presence of an appropriate concentration of the thiol       2-mercaptoethanol (2-ME), there is a substantial rise in the level of       intracellular glutathione for lymphocytes stimulated with the mitogen       concanavalin A (Con A).",y
P4231,12608733,INTERACTS_WITH,VERB,993,1003,peptidase,aapp,983,992,1000,1,4,C0030940,1,proteins,aapp,1004,1012,1000,1,5,C0033684,1,ab,"This may be due to a genetically based peptidase deficiency in at least two or       more peptidases and, or of peptidase regulating proteins made manifest by a       dietary overload of exorphin precursors such as by increased gut uptake.",y
P4232,2196285,INTERACTS_WITH,NOM,304,314,glutamine,aapp,318,327,1000,1,7,C0017797,1,glutamate,aapp,337,346,1000,2,7,C0220839,1,ab,"Phosphate-activated glutaminase (PAG), which catalyses conversion of glutamine to       glutamate, is a potential marker for glutamatergic, and possibly GABA, neurons in       the central nervous system.",n
P4233,7513704,STIMULATES,VERB,1030,1037,IGF-1,aapp,1050,1055,1000,1,5,C0021665,1,anti-Shc       antibody,gngm,977,1000,890,2,3,C0003242,1,ab,"Cellular microinjection of anti-Shc       antibody inhibited BrdU incorporation induced by insulin, IGF-1, and EGF, but did       not affect cells stimulated by fetal calf serum.",n
P4234,6652583,INTERACTS_WITH,NOM,445,455,glutamate,aapp,459,468,1000,1,2,C0220839,1,N-acetylglutamate,aapp,472,489,1000,2,2,C0067724,1,ab,"Legionella pneumophila was unable to grow in a chemically defined medium without       arginine because it could not carry out the first step in the biosynthetic       pathway, the conversion of glutamate to N-acetylglutamate.",n
P4235,20487839,INTERACTS_WITH,NOM,374,381,aminooxyacetic acid,orch,385,404,1000,6,18,C0002569,1,GABA,aapp,526,530,623,7,18,C0016904,1,ab,"The time course of the effects of aminooxyacetic acid, ?-vinyl GABA, ?-acetylenic       GABA, gabaculine, ethanolamine-O-sulphate (EOS) and valproic acid (VPA) on brain       GABA content and the activities of glutamic acid decarboxylase (GAD) and GABA       aminotransferase (GABA-T), the enzymes involved in biosynthesis and degradation       of GABA, was re-determined and compared with the action on the electroconvulsive       threshold in mice.",y
P4236,7968675,INHIBITS,VERB,482,491,L-lysine,aapp,495,503,1000,1,4,C0024337,1,TLCK,aapp,433,437,1000,1,5,C0040495,1,ab,"The coaggregation was completely inhibited by L-arginine, N       alpha-p-tosyl-L-lysine chloromethyl ketone (TLCK), and a trypsin inhibitor, and       weakly inhibited by L-lysine, N-ethylmaleimide, lysozyme, and human whole saliva.",n
P4237,11509554,INTERACTS_WITH,NOM,1417,1432,serine,aapp,1491,1497,1000,4,7,C0036720,1,AtSERK1,aapp,1409,1416,881,0,0,C1099339,1,ab,"AtSERK1 phosphorylation on myelin basic protein and casein       showed tyrosine, serine, and threonine as targets, demonstrating that AtSERK1 is       a dual specificity kinase.",y
P4238,1380405,INTERACTS_WITH,NOM,975,985,calmodulin,aapp,1018,1028,827,4,6,C0006772,1,L-arginine,aapp,989,999,1000,1,6,C0003765,1,ab,"Besides the       conversion of L-arginine, type I NOS, Ca2+/calmodulin dependently, generates H2O2       and reduces cytochrome c/P450.",n
P4239,7809573,INHIBITS,ADJ,465,472,N-acetylcysteine,aapp,423,439,1000,1,6,C0001047,1,homocysteine,aapp,515,527,1000,4,4,C0019878,1,ab,"The total concentration of the atherogenic aminothiol acid homocysteine in plasma       of healthy volunteers was decreased after oral administration of N-acetylcysteine       (NAC), whereas the reduced and free (non-protein bound) fractions of homocysteine       were increased.",y
P4240,7763082,STIMULATES,ADJ,1366,1373,immunoglobulin,aapp,1314,1328,827,1,6,C0021027,1,interleukin-4,gngm,1414,1427,1000,1,2,C0021758,1,ab,"Unlike in other models of tolerance in which a decreased interleukin-2 to       interleukin-4 ratio can be observed, administration of tolerizing       trinitrophenylated immunoglobulin was associated with deficient hapten-induced       release of both interleukin-2 and interleukin-4.",n
P4241,8648477,INTERACTS_WITH,NOM,2431,2437,estradiol,horm,2441,2450,1000,1,8,C0014912,1,collagen,aapp,2454,2462,694,2,8,C0009325,1,ab,"This was also       manifested by the significant effect of estradiol on collagen content of       castrated males, by the effect of estrogen combined with progesterone on the       protein content of castrated females.",y
P4242,10199823,STIMULATES,NOM,1471,1481,Caffeine,orch,1395,1403,1000,3,3,C0006644,1,G proteins,gngm,1485,1495,1000,1,2,C0086376,1,ab,"Caffeine did not, however, inhibit [Ca2+]i responses       evoked by direct activation of G proteins with 40 mM F-.",n
P4243,8607504,STIMULATES,NOM,1824,1835,chymotrypsin,aapp,1659,1671,1000,4,8,C0008742,1,cerulein,gngm,1815,1823,888,0,8,C0006639,1,ab,"Secretin-cerulein tests       revealed that pancreatic juice secretion, trypsin, chymotrypsin, and amylase were       significantly reduced by 76%, 89%, 91%, and 72%, respectively, 3 months after       total gastrectomy and secretin and cerulein stimulation.",n
P4244,7945242,STIMULATES,NOM,1171,1181,IGF-1,aapp,1202,1207,1000,2,7,C0021665,1,p70 S6 kinase,gngm,1185,1198,1000,1,7,C1136240,1,ab,"Rapamycin       blocked the activation of p70 S6 kinase by IGF-1 in L6 cells, but had no effect       on the inhibition of GSK3 or the activation of MAPKAP kinase-1 beta.",y
P4245,1346360,INTERACTS_WITH,NOM,860,869,somatostatin,aapp,803,815,1000,2,3,C0037659|6750,1,albumin,aapp,852,859,851,0,3,C0001924,1,ab,"The effect of       somatostatin was nontoxic as judged by preserved albumin synthesis, a marker for       differentiated hepatocyte function.",n
P4246,1977097,STIMULATES,ADJ,1323,1333,taurine,aapp,1259,1266,1000,3,5,C0039350,1,aspartate,gngm,1347,1356,1000,1,1,C0085845,1,ab,"Glycine, taurine and GABA were       equally effective in depressing the stimulated release of D-aspartate.",n
P4247,8048735,INTERACTS_WITH,NOM,607,613,5-methyltetrahydrofolate,orch,656,680,1000,3,5,C0049315,1,ethanol,orch,623,630,1000,1,5,C0001962,1,ab,"The present studies were designed to examine the direct effect of       ethanol on the renal handling of 5-methyltetrahydrofolate (5-CH3-H4PteGlu), the       physiological folate.",y
P4248,11990066,INTERACTS_WITH,NOM,1177,1183,3R-ACPD,orch,1207,1214,861,3,6,C0044270,1,glutamate,aapp,1187,1196,1000,1,6,C0220839,1,ab,"We have       found that the stimulatory effect of glutamate and/or 1S,3R-ACPD on cAMP       accumulation predominates in young animals and decreases in the adults.",n
P4249,10981823,INTERACTS_WITH,NOM,798,805,deprenyl,orch,839,847,1000,2,9,C0086130,1,melatonin,horm,809,818,1000,1,9,C0025219,1,ab,In this study we compared the effects of melatonin with       those of deprenyl and vitamins E and C in preventing the hydroxyl radical (8OH)       generation during DA oxidation.,n
P4250,4319151,INTERACTS_WITH,NOM,196,202,pyruvate kinase,aapp,264,279,861,3,5,C0034348,1,folic acid,orch,236,246,901,1,5,C0016410,1,ti,"Effect of dietary sugars and oral       folic acid on human jejunal pyruvate kinase, phosphofructokinase and       fructosediphosphatase activities.",y
P4251,2840242,INTERACTS_WITH,NOM,691,700,galactosylhydroxylysyl       glucosyltransferase,aapp,875,923,1000,6,7,C0077685,1,collagen,aapp,766,774,861,2,7,C0009325,1,ab,The influence of these altered loading conditions on       articular cartilage collagen synthesis was measured by assaying the activity of       procollagen prolyl 4-hydroxylase (PPH) and galactosylhydroxylysyl       glucosyltransferase (GGT) in chondrocytes.,n
P4252,1621243,STIMULATES,VERB,1327,1334,serine,aapp,1259,1265,901,4,6,C0036720,1,PAI-1,gngm,1345,1350,900,1,2,C0030190,1,ab,"Surprisingly, a mutant t-PA with markedly reduced catalytic activity reflecting       replacement of the active site serine with threonine (S478T) formed complexes       with PAI-1 and induced increased PAI-1 synthesis as well.",n
P4253,7689566,INHIBITS,NOM,354,364,protein kinase C,aapp,319,335,1000,1,3,C0033634|64663,1,chloride,inch,383,391,825,1,1,C0008203,1,ab,"In T84 cells, we investigated how stimulation of protein kinase C leads to an       inhibition of cAMP-dependent chloride secretion.",y
P4254,2755459,INTERACTS_WITH,NOM,290,299,steroid hormones,horm,303,319,1000,1,4,C0301818,1,insulin-like growth       factor II,aapp,323,358,1000,2,4,C0021666,1,ab,We have investigated the influence of steroid hormones on insulin-like growth       factor II (IGF-II) expression.,y
P4255,9068610,INTERACTS_WITH,VERB,1269,1275,dehydrogenase,aapp,1186,1199,888,1,18,C0030016,1,glutathione,aapp,1280,1291,1000,1,3,C0017817,1,ab,"Illustrations of these approaches       include: 1) the use of reactive nucleotide analogs directed to substrate sites in       adenylosuccinate synthetase and adenylosuccinate lyase and to regulatory sites of       glutamate dehydrogenase, 2) the use of affinity cleavage by Fe2(+)-isocitrate to       locate the metal-substrate site of isocitrate dehydrogenase, and 3) the use of       reactive peptides and aromatic compounds to target the glutathione and xenobiotic       sites of glutathione S-transferases.",n
P4256,9111321,STIMULATES,VERB,554,560,DPC4,gngm,529,533,861,1,3,C0694891|4089,1,TGF-beta,gngm,580,588,863,1,3,C0040690,1,ab,"Two homologs, the       receptor-associated Smad3 and the tumor suppressor Smad4/DPC4, synergize to       induce ligand-independent TGF-beta activities and are essential mediators of the       natural TGF-beta response.",y
P4257,1359476,STIMULATES,VERB,370,376,antiserum,aapp,356,365,1000,1,1,C0020960,1,L-DOPA,gngm,385,391,1000,1,6,C0023570,1,ab,"An antiserum was raised against L-DOPA bound to bovine serum albumin, purified by       affinity chromatography, and its specificities were verified by immunoblotting       and enzyme-linked immunosorbent assays.",n
P4258,6350105,INTERACTS_WITH,VERB,403,407,Peptides,aapp,378,386,1000,1,1,C0030956,1,bovine insulin antibodies,aapp,430,455,988,1,2,C0487014,1,ab,Peptides were found that bind specifically to       bovine insulin antibodies in a modified vertebrate radioimmunoassay.,y
P4259,6871675,INTERACTS_WITH,NOM,870,876,amino acid,aapp,978,988,1000,6,10,C0002520,1,GABA,aapp,924,928,884,2,10,C0016904,1,ab,"Thus,       in addition to the profound depressor effect of large doses of centrally       administered GABA, very low doses (25-100 micrograms, IVT) of this amino acid can       alter the pressor responses caused by IVT injection of AII and hypertonic CSF.",n
P4260,8526488,INHIBITS,VERB,1000,1009,Phe,aapp,1022,1025,861,1,3,C0031453,1,DSI,orch,983,986,872,1,1,C0208243,1,ab,"DSI activity was inhibited by L-Trp, L-Phe, and L-Tyr.",y
P4261,7190836,INTERACTS_WITH,VERB,1464,1472,thrombin,aapp,1433,1441,1000,1,2,C0040018,1,peptide,aapp,1480,1487,1000,1,5,C0030956,1,ab,"The active site of thrombin thus appears to       interact with a peptide of the size of F-6, with the Phe residue possibly being       in close spatial proximity to the Val-Arg-Gly moiety.",y
P4262,1989624,STIMULATES,VERB,994,1003,BMP-3,aapp,955,960,901,0,0,C0069675,1,collagen,gngm,1004,1012,888,1,1,C0009325,1,ab,BMP-2 and BMP-3 slightly but significantly       stimulate collagen synthesis.,y
P4263,1415186,STIMULATES,VERB,1582,1590,pyridoxal-phosphate,orch,1594,1613,1000,1,2,C0034266,1,ALAS,gngm,1514,1518,861,3,5,C0002565,1,ab,"In a fourth patient, with isolated congenital,       pyridoxine-responsive sideroblastic anemia, the erythroid ALAS mRNA was normal       and a low enzyme activity was strikingly enhanced by pyridoxal-phosphate albeit       to subnormal levels.",n
P4264,1493795,STIMULATES,ADJ,809,819,TGF-beta,aapp,790,798,1000,2,2,C0040690,1,proteoglycan,gngm,858,870,851,1,4,C0033692,1,ab,"Added       TGF-beta (1 ng/ml) stimulated cell proliferation, increased overall proteoglycan       synthesis, and increased the length of glycosaminoglycan chains on all secreted       proteoglycans.",y
P4265,13794422,INTERACTS_WITH,NOM,145,151,amino acids,aapp,198,209,901,3,4,C0002520,1,vitamin B12,orch,155,166,1000,1,4,C0042845,1,ti,An effect of vitamin B12 on the biosynthesis of certain amino acids by Ochromonas       malhamnesis.,y
P4266,2677210,STIMULATES,VERB,437,444,TGF-beta,aapp,415,423,1000,1,1,C0040690,1,IgA,gngm,462,465,827,1,4,973,1,ab,TGF-beta itself could augment       polyclonal IgA production in concomitant inhibition of polyclonal IgM and IgG1       production.,y
P4267,3034280,INHIBITS,VERB,447,456,lysine,aapp,460,466,1000,1,2,C0024337,1,aspartate kinase,aapp,396,412,1000,3,4,C0004007,1,ab,"This enzyme, like the aspartate kinase from bacteria       and plants is inhibited by lysine and threonine.",y
P4268,6148932,INTERACTS_WITH,NOM,1185,1191,leucine,aapp,1195,1202,1000,1,6,C0023401,1,alanine,aapp,1210,1217,1000,2,6,C0001898,1,ab,The effect of leucine on the alanine and       glutamate activities as a function of inactivation by pyridoxal 5'-phosphate was       studied.,y
P4269,1370772,STIMULATES,VERB,676,682,antibody,aapp,663,671,1000,1,5,C0003241,1,peptide,gngm,688,695,1000,1,4,C0030956,1,ab,In order to measure the existence of       proteolysed CR1 remnants on erythrocytes an antibody was raised to a peptide       corresponding to the CR1 sequence between the proximal standard consensus repeat       (SCR) and the transmembrane segment.,n
P4270,911317,STIMULATES,NOM,152,161,lutropin,aapp,209,217,1000,4,4,C0023607,1,peroxidase,gngm,165,175,1000,1,4,C0027021,1,ti,Induction of peroxidase in corpora lutea of rat ovary by lutropin.,y
P4271,15402209,INTERACTS_WITH,NOM,153,159,steroid hormones,horm,163,179,1000,1,3,C0301818,1,water,inch,187,192,694,2,3,C0043047,1,ti,The effect of steroid hormones on the water content of tissues.,y
P4272,6427788,INHIBITS,VERB,1777,1786,catalase,aapp,1812,1820,1000,1,3,C0007367,1,cyclooxygenase,gngm,1749,1763,888,1,2,C0033551,1,ab,"The increase in cyclooxygenase activity was abolished by       pargyline or by catalase, independently of the activator system used.",y
P4273,8652649,INHIBITS,ADJ,721,728,collagen,aapp,587,595,833,6,10,C0009325,1,thrombin,aapp,760,768,1000,2,3,C0040018,1,ab,"Cis isomers inhibited aggregation in       response to 2 microgram/ml or 5 microgram/ml collagen and 0.1 U/ml of thrombin       with almost equal effectiveness, with the exception of the 9- and 11-isomers       which gave reduced inhibition of aggregation with thrombin and collagen       stimulation respectively.",n
P4274,9192724,STIMULATES,VERB,1453,1461,RNase Rh,aapp,1368,1376,1000,5,6,C0170654,1,water,inch,1468,1473,1000,1,3,C0043047,1,ab,"We suggest that His46 in RNase Rh       plays a major role in these reactions by acting as a base catalyst to activate       water and the 5'-hydroxyl group of nucleosides, respectively.",n
P4275,8393709,INTERACTS_WITH,VERB,727,736,papain,aapp,740,746,1000,1,10,C0030346,1,phenylalanine,aapp,626,639,1000,4,14,C0031453,1,ab,"Kinetic analysis revealed that (1), the       pp omega-catalysed hydrolysis of N-benzoyl-L-arginine p-nitroanilide (BApNA) has       a lower specificity (kcat/Km) than the same reaction catalysed by papain; (2),       the pp omega-catalysed hydrolysis of a tripeptide substrate having phenylalanine       at the second position (S2-site) showed a more similar specificity to that       catalysed by papain; (3), the significant difference between the two enzymes is       that steady state kinetics with both L-BApNA and a tripeptide enables the       identification in pp omega of other ionizations affecting binding.",n
