,id,sentence1,sentence2,label,split
1265,P4365,the effect of ethanol on the uptake of alph-aminoisobutyric acid by the isolated perfused rat liver.,aminoisobutyric acid interacts with ethanol,1,train
2913,P6013,[the effect of oral plant antibiotics with simultaneous use of absorbent drugs in infants].,absorbent drugs interacts with antibiotics,1,train
1391,P4491,"cyclopiazonic acid (cpa), a specific inhibitor of sarcoplasmic reticulum ca(2+)-atpase, dose-dependently decreased tension development and the rises in [ca2+]i induced by carbachol and caffeine in the ca(2+)-free solution, but conversely increased the ca(2+)-induced responses even in the presence of the voltage-dependent ca2+ channel blockers, methoxyverapamil and nifedipine.",atpase inhibits caffeine,0,train
1177,P4277,"moreover, tpa regulated the affinity of both wild-type and mutant receptors and stimulated receptor phosphorylation of serine and threonine residues other than thr-654.",tpa stimulates serine,1,train
2933,P6033,[the effect of certain antihistaminics on hydrochloric acid production].,antihistaminics interacts with hydrochloric acid,1,train
1598,P4698,the subcomponents c1r and c1s and their activated forms c-1r and c-1s were each found to have mol.wts. in dissociating solvents of about 83000.,c1r stimulates wts,0,train
2375,P5475,"agar gel electrophoresis of the extracts uncovered a rapidly moving band from the wild type, missing from the mutant; the material in this band had weak nadph-diaphorase activity and strongly inhibited the activity of the mutant nadph oxidase.",nadph-diaphorase inhibits nadph oxidase,1,train
242,P3342,"a combination of interleukin-1 alpha (100 u/ml) and tumor necrosis factor--alpha (5000 u/ml) induced accumulation of nitrite/nitrate, the stable end products of nitric oxide, in culture media within 48 hours.",interleukin-1 alpha stimulates nitrate,1,train
2119,P5219,"activation, inhibition, and ph-dependence of the hydrolysis of alpha-n-benzoyl-l-arginine ethyl ester catalyzed by kallikrein from porcine pancreas.",kallikrein interacts with benzoyl-l-arginine ethyl ester,1,train
32,P3132,binding of non-substrate nucleotides to a restriction endonuclease: a model for the interaction of bam hi with its recognition sequence.,nucleotides interacts with restriction endonuclease,1,train
785,P3885,the increase in cerebral cortical [125i]-igf-1 binding sites could be due to upregulation of igf-1 receptors resulting from a decrease in igf-1 levels in alzheimer's patients.,igf-1 receptors inhibits igf-1,0,train
1881,P4981,"our results support a model in which cck-8s, originating from cck or cck/glutamate corticostriatal neurons, promotes the release of an excitatory neurotransmitter that causes the dephosphorylation and inactivation of darpp-32, a potent protein phosphatase inhibitor, thereby modulating neuronal excitability.",protein phosphatase inhibitor inhibits darpp-32,0,train
2992,P6092,"growth on mandelate or benzoylformate induces l-mandelate dehydrogenase, benzoylformate decarboxylase, benzyl alcohol dehydrogenase and a heat-stable as well as a heat-labile benzaldehyde dehydrogenase.",benzoylformate stimulates l-mandelate dehydrogenase,1,train
2129,P5229,[disappearance of specific urinary proteins in the nephrotic syndrome due to puromycin].,urinary proteins interacts with puromycin,1,train
2099,P5199,[research on drug protein binding. ii. electrophoretic data on the reactions of chlortetracycline with the water-soluble proteins of escherichia coli k 12].,chlortetracycline interacts with drug,0,train
965,P4065,"in addition, single loads of l-tryptophan or l-kynurenine were given before and after the above regimen of l-leucine or vitamin to determine the effect of tryptophan or kynurenine with and without the influence of these factors on the plasma free amino acid levels and protein nutrition index values.",kynurenine interacts with tryptophan,0,train
2708,P5808,"mode of binding of 2,4-diaminopyrimidines to folic reductase and thymidylate synthetase.",4-diaminopyrimidines interacts with reductase,1,train
1805,P4905,"loxiglumide was about 3000 times more potent than the reference substance proglumide, but was about 1000 times less potent than l-364,718, another new cck antagonist having benzodiazepine ring, in inhibiting cck-8-stimulated amylase release.",proglumide inhibits cck,0,train
877,P3977,n-methyl-d-aspartate (nmda)-mediated muscle relaxant action of memantine in rats.,aspartate interacts with memantine,1,train
1066,P4166,"to assess the temporal specificity of the inhibitory effect of cck on alcohol intake, water-deprived rats were given 5% ethanol at 20, 10 or 0 min after intraperitoneal injections of cck octapeptide.",ethanol inhibits cck,0,train
2335,P5435,"the effects of insulin, anoxia, salicylate and 2:4-dinitrophenol on membrane transport and intracellular phosphorylation of glucose in the isolated rat heart.",salicylate interacts with insulin,0,train
2061,P5161,"the effects of oral administration of aureomycin, sulfathiazole, sulfamerazine and 4,4'-diamino diphenyl sulfone on toxoplasmosis in mice.",sulfathiazole interacts with aureomycin,0,train
501,P3601,"in this study, both catalepsy and changes in extracellular levels of striatal dopamine (da) and dihydroxyphenyl acetic acid (dopac) induced by the typical neuroleptic haloperidol (hal) were simultaneously assessed, using intracerebral microdialysis in freely moving rats, in the presence of either the 5-ht1a agonist 8-oh-dpat or the 5-ht2a/c antagonist ritanserin.",haloperidol stimulates acetic acid,1,train
1698,P4798,"it is only atp that provides ca-(caffeine)-induced ca2+ release, however amp, adp, beta, gamma-methylene-atp induce ca2+ ejection in the presence of nonadenylic nucleotides.",atp stimulates adp,0,train
1762,P4862,"we have used the reuber h35 (h4iie) rat hepatoma cell line to study the regulation of angiotensinogen mrna levels by dexamethasone, aldosterone, l-t3, and 17 beta-estradiol.",dexamethasone interacts with angiotensinogen,1,train
2847,P5947,[the nitrification of 4-hydroxycoumarin; study on the synthesis of terramycin-like substances].,4-hydroxycoumarin interacts with terramycin,0,train
126,P3226,inclusion of copper dithiothreitol or reduced glutathione in the incubation media resulted in minor alterations of in vitro release of progesterone and prostaglandin f and no changes in composition of luteal lipids or fatty acids.,reduced glutathione interacts with progesterone,1,train
2647,P5747,on the ternary complex of liver alcohol dehydrogenase with reduced coenzyme and isobutyramide.,alcohol dehydrogenase inhibits isobutyramide,0,train
488,P3588,"the dietary isoflavones(daidzin and genistin) in soybean were metabolized to equol and dihydrogenistein via daidzein and genistein, respectively.",isoflavones interacts with equol,0,train
1472,P4572,"in isolated proximal cells, the na+-h+ antiporter had an apparent km for nae of 86.7 +/- 1.5 mm (n = 4) and was competitively inhibited by amiloride with a ki of 33.3 +/- 6.4 x 10(-6) m (n = 3).",amiloride inhibits antiporter,1,train
1889,P4989,effect of corticosterone on insulin and glucagon secretion by the isolated perfused rat pancreas.,corticosterone interacts with insulin,1,train
2603,P5703,synthesis of the adenine nucleosides of 4-thio-d-xylose and 4-thio-d-arabinose.,thio interacts with adenine nucleosides,0,train
550,P3650,"igf-ii mrna also remained unchanged after unilateral adrenalectomy and decreased after acth infusion, to a greater extent than igf-i mrna.",igf-ii inhibits acth,0,train
2066,P5166,inorganic triphosphate synthesis by muscle adenylate kinase.,adenylate kinase interacts with triphosphate,0,train
2666,P5766,pentobarbital inhibition of sulfanilamide acetylation in pigeon liver extracts.,pentobarbital inhibits sulfanilamide,1,train
1247,P4347,"since pz-peptidase, cl-peptidase, and dap, involved in the degradation of collagen peptides, were induced significantly by cpz (and/or other phenothiazine derivatives) in comparison with lap and ppce, involved in the degradation of non-collagenous peptides, these results show that cpz specifically stimulated collagen catabolism by inducing the collagen-catabolizing enzymes.",pz-peptidase interacts with collagen,1,train
2636,P5736,"yeast cells, candida utilis, in water suspension and in the absence of electrolytes were found to be very sensitive to several proteins of moderate size, including ribonuclease, protamine, lysozyme, bovine serum albumin, cytochrome c, and myoglobin.",electrolytes interacts with cytochrome c,0,train
823,P3923,"comparative effects of sodium selenite and selenomethionine upon nutritional muscular dystrophy, selenium-dependent glutathione peroxidase, and tissue selenium concentrations of turkey poults.",glutathione peroxidase interacts with selenomethionine,1,train
528,P3628,"in contrast, superoxide dismutase, which enhances hydrogen peroxide formation, cannot protect alpha 1-proteinase inhibitor from inactivation.",superoxide dismutase stimulates hydrogen peroxide,1,train
813,P3913,"in the present study we investigated the effect of acute administration of l-arginine (arg) on hippocampal na(+),k(+)-atpase activity and on retrieval of step-down inhibitory avoidance in adult rats.","l-arginine interacts with na(+),k(+)-atpase",1,train
959,P4059,pdi and glutathione-mediated reduction of the glutathionylated variant of human lysozyme.,glutathione interacts with lysozyme,1,train
2470,P5570,"effect of nivalin on the activity of ali-esterases, acetyl and butyrylcholinesterase of rabbit spinal chord.",ali-esterases interacts with nivalin,1,train
1476,P4576,"tgf alpha and egf might play a major role as suggested by the modulation of their receptors with placental development, and by the specific alterations of epidermal growth factor receptors in intrauterine growth retardation.",receptors interacts with epidermal growth factor receptors,0,train
